0,37377,69487,25663
67438,30
28217,30
37171,30
122728,30
4576,30
108974,30,238
4728,1446,30
7345,1491,141870,66331,30
122331,1637,30
33470,1637,30
41051,2389,30
110234,4517,30
110235,4517,30
4728,142850,30
4728,4756,30
105385,4756,30
112352,4756,30
4756,26653,30,1446
5666,1446,30
135680,5666,30
5666,30,5150
5666,45956,30
69834,5666,30
4728,6492,30
7345,144002,30
7345,51900,30
7345,1446,30
7345,30,115103
7345,110131,30
21993,9635,30
16421,30,34846
103952,20094,30
20505,30,115103
29496,28157,30
28534,30,34846
50523,31626,37515,30,49855
79232,37817,30
50233,110235,30
50830,30,115103
124197,51677,30
123553,53010,30
19818,55165,30,128101
130593,56730,30
59476,30
63504,43395,30
68683,144861,30
5096,20465,69508,31
32,2212,69509
33,39594,5949,69510
3106,34,17812,51900,4191
20336,35
36,72534
36,81335
36,118549
36,89222
95241,36
36,86324
76738,36
87932,36
96676,36
115482,36
149904,36
36,136925
36,93783
99945,36
119778,36
36,98805
100756,36
141946,36
36,78894
36,120038
36,102964
36,76780
584,33256,36,69511
109754,4443,36
4443,36,6541,131550
4451,36,85327,4700
94812,36,4471
9585,36,130981,11574,4534
93064,4889,36,11574
4930,980,36
5288,12642,36
111073,5442,36
95713,5442,36
5442,90435,36
5442,36,95343
5442,36,130774
5442,36,131799
5442,36,69669
6369,36,5445,93764
5792,130011,36,2245
6120,9585,36,80389
12136,36,6437,83606
6921,36,54836
69498,36,6950
7041,5346,36
4561,36,8277,90501
8594,36,86279
37228,8667,36,70939
8912,88376,36
17609,9074,36
9074,36,127453
9585,36,42037
9585,36,25097,89647
75392,36,10789,33957
5072,14602,11395,36
8324,36,11574
11234,36,5288,33960,41997,4621,4466,86268,11640,14940,32542
75392,11723,36
12136,77064,36
36,13541,87247
13684,13642,98099,36
76781,36,21477
90106,23131,36
62081,36,46372,23142,132036
9585,36,72921,23335
23754,36,130810
24785,36,13148
89088,36,25140
26448,90361,36
5792,93362,36,28277,4889
36,29629,94871
97779,36,30325
31472,98104,36,6191
36,97780,31903
54698,35731,36
91986,36,24413,36164
37228,36,70940
36,2502,24551,37228,70861
40259,36,76831
41128,36,92376
132077,46187,36,5525
28656,46858,36,98086
15938,49451,36,86452
71248,49769,12969,36
73090,63963,36,50037
60912,57937,36,87352,51627
30000,76817,54986,36
5442,9051,36,58406
61065,36,129614,61281
36,62887
69512,13163,37
51714,11803,38
69513,39
23537,39986,40,69514,4459,5037
41,8443
42,5747,69515
61656,43,69516
68281,44,69517
69518,45,35630
1365,46,69519
19616,18947,1765,70525,47,19920,3700,3580,8285,2590
69520,15347,47
48,58667,11240
49,5717,11590
69521,50,3603,3379,18438,5735,16234,16348
76776,51
69522,51
35666,52,7202
7179,21069,53,12102
4552,20921,69523,54
2737,69524,55
56,6050,69525
57,5666,69526
4193,58,7011
42641,59,69527
28284,60
69528,12075,61
5561,69529,62
4471,69530,63
64,69531
72,65,69532,6072
6465,66,43418
67,69533
68,69534
21649,18549,69,2186,57243
70,69535
69536,71
73,69537
69538,52145,74,36658
75,107963
52602,75,69539,62707
22945,4401,69540,4406,76,44685
54745,3613,11188,77
6770,69541,78
69542,79
80,69543,20440,20651,10735
69544,81
69545,82
83,48213,20777,69546,2718
8860,69547,84
85,14422,44973
52722,69548,86
6576,4563,87
88,6206
89,69549,6839
45624,90,28341,1991
91,69550
22184,92,69551
70769,93
69552,93
24210,93
62094,42132,94,68068
43017,7609,95
96,39343,69553,583
97,69554,7406
62281,4905,98
99,69555
22128,100,22868,69556,21517,40334
59338,101,15574,15783,20426,22223
31177,69557,102,24751
1446,103,7836,41261
1473,4229,20872,1484,1745,19222,48669,3364,16676,19556,21732,104,69482,4331,4405,69558,19001,66556,18622
105,110097
105,73092
20791,1656,105,459,767
105,6097,74388,42025
106
107,34267,69559
69560,5362,108
108,45741
5281,109,32462
11082,109
69561,110
5047,69562,5727,111
112,27490,69563
113,4444,60581
114,50213,65479
115,69564
36084,116,18567,4120,60893,69565
19393,39970,117,30505
20083,69566,118
15247,22544,119
20244,20820,29460,120,16986,556
69567,121,3948,42908
69568,122,24179,18262
18776,123,69519
124,69569,10424,5308,1389
69570,125,9006
69571,7581,126
24551,69572,25630,127
128,69573
129,46707,17717,69574,3535
130,4376,13995,71548,3662,39791
130,30670,69575
69576,131,18590
69577,132
2002,133,825,69578,22235,15964
512,3345,49606,134,50839,69579
135,2458,69580,1132,15421
136,13570,23979
137,28355,69581
5145,138,669,69582
139,10972
45283,140
6050,33490,1465,18314,141
142,69583
69584,143
144,69585,28919,23500,8028
8864,145,17207
69586,146
63431,1770,1392,21650,147,18775,1693,21727
40624,148
69587,149
2648,58006,1835,150
22887,69588,151
152,596,20637,69589
33560,153,38923,69590
154,57763
17330,155,36975
156,35324
157,58239
17507,21718,69591,18521,158
6664,69592,159
160,18289,69593
4384,161,5250,11912,1865,1516,3348,19604,6170,14334
28504,162,24508,7614
66273,163
19913,163
69915,163
163,122084
163,86061
163,71502
163,69607
70746,163
24472,163
69632,163
87122,163
163,32527
86961,163
5578,163
163,86949
122082,163
163,38901
57840,163
163,45382
122056,163
163,59486
86913,163
49184,14547,164,56563,31087
69594,165
69595,4789,166
8632,69596,167
168,242,63514
169,13259,69597
170,69598
171,69599
62869,56042,4459,172
173,71438
114537,173
71778,173
71773,173
95240,173
87298,173
173,74814
140053,173
52008,173
173,70702
94532,173
173,27285
90692,173
173,71446
71307,173
59953,173
71435,173
105572,173
173,54974
71593,173
173,71246
86188,173
173,89967
173,71447
71485,173
93516,173
94499,173
71946,173
78969,173
71424,173
173,71479
173,71247
87275,173
114738,173
98120,173
71770,173
54489,173
173,71382
97387,173
51114,173
95268,173
105036,173
69600,173
173,132206
30458,173,87015
69601,7539,174
4561,175,69602,5961,35711
176,38150
176,49203,40340,22613,69603,19162
85601,177
177,143750
177,147654
177,136397,4534
12672,177,18170
178,69604
179,45276,69605
3732,180,69606,25847
128506,55410,180
9320,619,181
72440,182,6703
69608,10301,182,20495
15320,69609,183
2561,2689,15810,16696,2536,3784,18827,18796,17070,2674,981,184,17273,22814
185,69610,8543
186,69611
8784,186,26971,49387
187,69612,15606
47354,188,46631
5234,58196,3429,19590,4422,21116,189,20350
4352,17688,19622,4456,69613,190
5850,58348,69614,191
192,39777,13619,49015,61704
193,34886,69615
69616,194
69617,195
69618,196,61807
14016,197,15814,20071,13031,20619
61104,198,60183,38904
69619,199
200,10898,58358
69620,201,10628
3464,202,69621
203,8635,69622
204,14909
18948,22763,205,61550,43407,9999,24560,28593,52822,69623
20994,22444,2125,206,49362,35990,41367,39064,20569,6043,69624
69625,44287,207
208,20528,213,53637,69626
209,15091,69627
53816,210,63627,23027
40776,211
48995,21604,21737,63402,2475,493,607,19535,212,20628,21718,18942,1631
123104,213
17339,69628,214
69629,215
216,69630
217,34091,69631
218,29620
69633,27738,219,22351
69634,220
69635,44731,221,63611
77165,222
119818,222
92124,222
117212,222
120253,222
34254,222
27061,222
97792,222
39498,222
84616,222
83340,222
97792,222
76648,222
56509,222
27061,222
222,100551
108941,222
108712,222
6572,27061,222
6572,67140,222
5288,8307,69636,223
224,53397,4998
225,53457,68302
227,69637
5561,228,69638
25401,26362,229,48789
69576,4874,230
42202,69639,231
232,24587
41424,69640,2728,233,49224
234,6091
69641,235,30700
69642,236
288,418,1478,3208,237
238,98566
111968,238
1446,238
238,5150
79682,238
111691,238
238,100847
238,118191
79179,238
139169,238
134691,238
238
85877,238
238,18727
24016,238
10360,238
29496,238
87853,238
113019,238
238,16351
2931,25533,238
118826,2931,238
108091,4756,238
5721,238,2607
141682,238,60855
65882,73735,238,61271
69472,69834,69374,238
69643,239
240,69644,23238
241,15285,31207
6208,243,69645
244,49845,69646
7945,245
246
7041,4599,69647,247
248,13609,2511
69648,64739,324,249,7738
50785,250,69649
251,144605
251,124188
51889,251
251,93823
251,77947
80954,251
251,93823
251,76475
85083,251
251,143173
141129,251
251,128999
251,89941
80954,251
251,78996
251,89428
251,76475
251,120799
251,147413
80954,251
37241,251
143536,251
251,113012
148696,251
251,112575
251,77947
251,67275
251,93823
251,67275
251,67275
251,76475
251,89428
251,67275
251,145204
51889,251
136674,251
251,83415
69650,251
136674,251
251,77947
12609,251,76446
69905,251,22635
37544,251,93823
251,67275
69651,252
41825,69652,253
61321,69653,254
255
256,69654
257,69655
9817,258
10976,259,17923,8627,69656,3532,9102
69657,18627,260,47254
69658,8587,261,12983
74444,262
262
8635,262
9848,69659,263
264,10769,69660
63330,19524,2389,265,30
3424,4390,266,877,21773,27288,19000,48668,69661
267,68141
11642,268,69662
48802,21884,269,69663
69664,270
5046,270
69665,3397,271
272,6712,13570
273,69666,24355,4679
274,69667,68084,19621,69030,62903,41614,13887
10305,297,275,69668
69587,276,2345,1837,334
34192,277,46262,47079,69669
278,58751
280
280,69670,18880
280,50298
281,51202,1006,69671
69672,282,4991
69673,283,17350
69674,24788,284
69675,47107,285
69676,286
69677,287
289,69678
15570,290,8765,69679
69680,291
19930,23915,292
69681,293,15174,7853,49102
69682,294
69683,500,10165,295,29851,22028,15422,20911
51376,69849,27282,295
296,57693
296,1362,20035,1620
298,69684,18471
299,69685
37756,300,69686
301,69687
69688,604,765,302,20783
112810,303
112810,303
31322,303
141535,303
30493,7326,303
24464,112741,303
304,106298
304,131054
304,69689
304,112988
304,147444
304,5525,89485
304,54405
305,69690,26243
306,69691
11673,4930,307
62324,308
309
15337,69692,310
36468,13374,311
312,69693,30
313,14204
314,40935
315,733
140507,315,24686
11591,316,42087,69694,15919
25032,317
1361,4756,317,69695
69696,8589,318
80895,319
79102,319
88057,319
79872,5897,6036,319
69697,18772,49269,21703,4905,319
320,44978,63267,22691
321,322,46131,69698,11399,5933,4269,7710
131896,321,14789
323,69780
130440,4561,323,31364
67497,69699,323
69700,325
58616,326
34112,69701,59702,327
328,40375
448,53529,19527,69702,329,11532
330,37923,29765
331,47811,22643
5826,332
333,69703,5037
69704,11975,335
336,69705,10626
115616,337
337,25593
337,4337
337,69706,463
337,90265,7214
338,69707,4991
338,86349,59119
11138,34418,819,339,4983,20168,34363,69708
5371,340,69709
69913,7250,4732,341
86252,341,10479
13684,341,9876,27064,37179
31672,341,69710
40355,49804,341,71379
342,69711
69712,4769,343
344,69713,18627,48622
344,48872,86026
345,19533,28366
346,31508,48589,69714
69715,347,8284
6783,348,10775
6043,349,52831
25925,350,31287
30265,69716,13678,351
352,8354,69717
353,11396,69718
354,35501
355,69719,41187
69720,356
357
63569,358
86691,359
69721,359
360,16585,69722,60275
5248,361,15831
362,13051,69723
57304,363
41064,364
19688,5747,30600,19573,18984,365,41934,19679
69724,366
367,49001,6027,69725,11535
368,69726,3476,30670
369,7345,36247
370,19284,26297,40782
9113,371,65398,69727
69728,372,12853
47009,69729,3145,22836,3541,373,22966,3642,21755
374,59807
69730,375
376,7202,69731
16608,377,69732,24401
48362,49261,19703,19705,378,1741,20877,48751
32392,379,3771
6450,380,6940
28283,381,69733,4991
54325,382
1978,8109,69734,383
384,69735
69736,385,18591
386,18731,31605
5898,388
69737,389
98675,390
390
69738,390
32025,12977,69739,391
392,50736,69740
34401,1764,4133,393,3507,36822,21725,2939,4349
4456,394,69741,1446
395
47002,18539,396
38658,22589,397,69742
69743,398,5423
33832,3569,69744,399
400,69745,9460,51759
401,69746
402,69747,18773,1544,21658,22700,63357
6939,403,69748
4864,71472,403,51701
61472,404
15009,405,69749
21974,406,20094,42911
38045,27118,407
408,69750
69751,409,52371,951
480,21353,9001,3659,13901,19181,20206,2772,410,444
736,1680,19934,19256,411,22924,45214
69752,5010,412
69753,413,6046
33944,69754,414
4419,49351,20076,3629,3022,13490,499,49138,53747,49339,48223,415
416,23056,69755
417,123887
417,60922,60243
19009,419,12805,18601,18639,69756,3516,21246,22783
420,69757,48982
11905,421,69758
4467,422,6060,6958,69759
69760,2641,1692,423,3388,13997,22446
424,69761
10305,69762,20486,297,425,27934
28616,425,69953
69763,426,3660,11498,22847
427,69764
21236,428,24917,69765
20509,429,69766
430,69767
69768,838,431
432,69769,14422
433,69770,6085,617
434,4731,69771
69772,435,25396
436,69773,5622
437,69774
8193,438,69775
64522,4582,439
69776,440,44808,37930,42668,28414,37119
441,69777
77304,442
108592,442
442,69778
442,86029
71672,442
442,125530
442,136444
442,27285
442,76487
131728,442
47232,442
39705,443,14062
69779,445
3117,47958,4904,20635,4397,446
5954,6372,69781,6618,447
449,11395,69782,4439,19434,19581
450,45532,26045,69783
451,4244,69784,18568,22925,28431
4576,452
4756,452,3636,37095,763
66560,69785,453,562,1972,2677,14616,41657,19005
4464,4642,454,40952,48137,69786,16846
17481,69787,9782,455
456,69788
7797,8278,457,14922,69789
49396,41540,458,20620,1503
459,14735
459,86623
459,116470
459,56005,21718
459,47804,11037
22404,460,69790,4471
461,24302,69791
20038,20585,4043,843,1581,462,3280,20445
464,18138,173,69792
465,11525
8664,466
467,56523
27650,468,25848,8829
21984,469,15993,9647
21187,3268,773,49292,20753,49298,470,1502,1571,4072,489,3050,3243,3119,21939,51509,18618,41468,1917,18558,22591
4368,69793,471,23369,19401,3643,3645
472,69794,41340
473,69795,3327
95170,474
474,74391
70073,474
31208,474
70761,474
89321,474
474,131005
474,100838
7641,474
474,27375
474,72380
145808,474
74032,474
118601,474
474,58958
474,92778
474,6500,105885
474,7914,95886
474,79882,7942
474,9643,99861
474,24212,44349,94989
474,30250
474,107303,14758,37735
475,69796,21662
53432,26546,476
32418,21548,477,69797
69798,38851,8460,478
22042,479
481,9567
41353,482,69799
483,2507,69800,49083,1583
30608,69801,484
69802,485
2305,69803,486
69804,13421,487
488,6679
490,69805
56162,491,69806,63630
492,26101,69807
69808,19787,494
69809,30620,49533,495
496,69810,11072
35177,497
498,63551
15090,69811,2245,501,22006
59217,69812,502
12194,69813,503
504,8324,11854
505,10789,69814
506,69815
108656,507
109587,507
69816,507,18814,22926
508,62293
112850,509
69817,509,21270
5937,69818,4772,510
69819,511
513,69820,15286
514,42132,41270
515,69821
4128,516,69822,11535
517,69823
69824,7249,518
3392,3808,30917,519,8028
520,69825,20021
57248,521,69826
19312,9090,2802,49108,522,17580,69981
2856,522,69827,4946
1696,41202,10982,22696,523,16700,15727
55779,524
69828,525,4622
22720,63937,69829,21769,18666,2027,18667,14157,526,36057
10849,33378,55589,39526,41606,63622,69029,39114,69830,527,8927
528,39954,40166,69831,6825
529,29797
530,33175
530,37260
23131,530,43987,116030
35680,531,69832,3641,20847
19170,532,69833,20650,5037
69834,22843,533
29222,442,534
442,69835,17775,535
536,5097,31094,17287
537,69836,15214
4732,538,32340
60296,539,31301
540,69837
70001,5068,541,52999
951,41991,34602,541,69838
24227,542,69839
69840,12868,20182,543
544,69841,51422
545,69842
546,69843
547,69844
5234,12818,548,56821,42330
59264,549,582,13318,2713,45356
35010,19876,69845,550
19824,24727,19795,551
552,69846
553,7266,44999
554,69847
38736,555,45995
69848,557
8644,558
69850,11831,559
560,19970,4134,5400,69851
561,69852
563,69853
3732,564,69854
23618,13323,565,69855
69856,63470,566
69857,2039,567
568,46754,69858
69859,569,11251,20529
570,69860
571,69861,16526
15109,69862,572,2510,32463
573,36606
1446,574,69863
69864,22436,23828,4679,15896,575
576,69865,7776
577,69866
18473,578,69867
21113,579,69868
580,69869
13877,581
584
31348,2119,37895,585,3610,22045
586,15996,69870
19211,587,35224,5747
23987,588
589
19229,4356,589,69871
69872,20323,32309,2151,18394,2315,2797,590
65534,591
592,69873,20818,22747,19308,20799
593,69874,52931
594,7060
594
4905,594
4920,594,28043,53397
595,31710
7937,69875,597
69876,9604,4534,598
45708,599
600,69877
601,69878
602,141186
115154,602,8231
602,13308,69879
29192,603,25382
69880,605
69881,606
608,5193,69882,11158
3296,609,20162,15397,20871,13863,19497,57289,53997,2679,13754,22909
41825,610,69883
69884,611,40460,7134
6043,14419,612,69885
4356,613,5048,16680,6682,69886,19023
4128,1250,614,21734,22377,49200,728,58233,3996,2686,18943
10790,615
1729,21541,616,19624,18602,21458,22967,18552,4251,2748,69887
618,8878
69888,618,68694
619,34846
619,4756,5150
69889,10954,620
69890,621,23678
52248,622
116592,622
49424,8379,622
52248,68891,622
17320,623
114748,623
113492,623
68934,623
114121,623
106650,623
138730,623
121715,623
1384,5082,69891,623
103436,9093,623
9391,108818,623
51337,140308,623
31824,63322,623
624,40532,37343
625,13713,2723,21297,66547,69892,19640
5641,626,69893
42801,627
628,69894
48865,43941,27591,3656,69895,19851,18668,1549,4430,785,4147,629
63646,630,22623
14902,631,3478,4699,12829
632,4756,36064
69896,633
69897,634
11850,635,69898
636,4780,37320,69899,16748
50194,637
69900,638
4434,69901,639
640,62774,69902
641,6459,69903
69904,642,12925
69906,643
69907,19924,644,11251
8632,2961,645,46438
69908,646
20149,69909,647,49758,4366
648,753,6208,69910
649,49474
46992,69911,10120,650,3853
13863,69912,3578,651,4332
60603,652
653,4966
659,69914,654,2478,3327
69916,655
656,41507
657,13306,69917
658,43316,38613
70586,659
18596,660,69918
1368,21108,661,69919
69920,19020,662
69921,45289,18630,663,681,19660
664,69922
52688,665
61896,666,69923,5010
9391,667,69924,7439
1386,9291,668,69925
69926,6115,670
11578,69927,671
51133,671
672,69928
673,69929
674,16834,21189,1607,22953,69930,60460,20720,22423
675,54311
676,24023
10738,69931,677
69932,678
13775,13812,679
57918,680,16888,49307,69933,12925,48206
40848,682
69934,22839,20599,683,13118
684,69935
69936,44466,685
44304,69937,22840,21562,686,49231
69938,687
688,11818
688,95062
688,5886,38662
688,107188,26525
688,86678,29950
689,1666,50866,49284,2636
21474,22853,41639,19376,690,4179,69939,4342,3446,17085
691,12998
19539,692,69940,47447,27688,12090
1136,693,69941,13689,1230
69942,694,1175
37136,42210,695
696,14764,69943
49536,697,69944,20265
7041,698,69945
69946,699
69947,700
7571,3563,69948,701,5279
15120,69949,702
8471,6053,69950,703
704,69951
705,25059
706,37894,31766
69952,707,34148
69954,30355,708
69955,709
22612,710,69956
17027,69957,37061,711
712,145103
712,147888
712,38654
712,47129,89078,5863
712,49937,59459,81036
713,38418
69958,13928,714,2941,12735
17488,715,69959
3586,49347,49354,716,1743,4370,3542,19607,49306,20382,1632,17570,53218,17067,3632,19698,3640
69960,717,6070
64311,69961,13849,43259,51725,718
69962,2692,4278,719
720,69963,7503
721,10738,69964
18609,722,1738,69965,48222,22922
13138,723,69966
53986,724,69967,4823
69968,6691,19429,725,3274
69969,49361,41093,726
69970,11807,727
729,69971,3764
48772,19205,1608,4233,21739,49356,21746,4403,69972,730,20639
731,10899,24349,60623
20380,2740,13781,69973,22585,732
8554,734
69974,735
737,69975
18626,738,69976,9414,49271,17080,22923
738,36067,92174,29523
69977,2667,739
69978,740,48518
5651,5669,741
69979,742,14191
77959,743
75451,743
119314,743
119294,743
34055,743
114601,743
83395,743
75568,743
87823,743
101170,743
77810,743
95290,743
84777,743
34227,2565,743
3534,743
10881,98417,743
99864,39783,743
118034,49115,743
744,13041,69980,46871
745,60331
69982,746,11398
22322,747,22876
748,69983
69984,1062,20743,749,55198
69985,750
69986,8451,35142,11480,751
752,69987
753,90047
753,120517
753,9684
753,11498
753,108963
36048,753
753,33692
40632,753
753,69988
36624,753
753,72131
753,29919
753,120457
753,116695
753
753,86244
753,102156
753,82054
753,93502
753,10754,78063,4905
6208,753,68600,9061
753,7777,9258,7326,14110
12928,753,58393
12928,753,25170
20864,17697,3876,20767,2639,754,13844,69460,15803,48988,18399
87754,755
4231,2983,1580,4435,755,22806,20792,12346,12766
48859,756,69989
2592,757,69990
758,69991
69992,759
760,24159
761,69993,13990
762,69994,7846
764,1639,21749,19591,37227,37623
48928,69441,20592,20880,18838,69995,766
768,21572,3273,3338,69996,1421,18640,20977,14037,52822,21751,66550
769,69997
42221,770,9581
771,3732,69998
21848,22492,772,69999
70000,6070,774
48742,18983,775,45291,26509,1742,19214,43927,3347,4343
20792,20787,45602,776,3613
777,70692
777,70002,5747,13756
778,70003,4548
779,70004
18978,70005,21463,58744,21465,780,5145
53195,781
43521,782
70006,41478,783
784,55275,4020,70007
70008,41369,786
70009,27738,787,37948
41698,49779,788,4828,37549
3160,70010,789
9393,13029,790
6090,70011,791
792,70012
793,62613
794,12867,70013
795,70014
67438,796,16302
797,143054
139188,797
797,122781
140508,797
130028,797
111048,797
797,46142
141362,797
134544,797
132992,797
109145,797
797,70015
41410,797
106460,797
144872,797
797,95910
797,108414
123740,797
108426,797
11896,797
133905,797
111437,797
39176,797
43780,798
70016,11207,799
800,70017,18069,43214
801,70332
801,70018
801,87139
801,87004
28362,802,28932
70019,803,24660
70020,804
70407,2228,805,22189
4707,805,70021,20938,18830
70008,806
12660,806
58355,806
132173,806
133596,806
806,102119
103956,806
76726,806
150257,806
76184,806
806,120871
87506,806
114113,806
58355,806
71539,806
45957,806
29781,806
40670,806
29706,806
11564,806
87521,806
108952,806
45957,806
87818,806
806,145375
110938,806
89060,806
92728,806
106445,806
70060,806
112502,806
125102,806
806,138695
59010,806
132501,806
84387,806
137289,806
61233,806
71539,806
32857,806
73740,806
117870,806
5353,806
70502,806
21718,806,103119
42323,101013,806
87302,807
17331,8580,807
809,9202,43317,9837
954,810,70022
811,70023
52384,23056,5746,70024,812
70025,24925,813
14468,814
70026,20242,13994,18267,815
816,21314,70027,13405,1343
817,70028
36658,818,4732,51191
897,820,18469,70029
21905,25941,821,18349
70030,822
70031,21772,49172,823
824,70032
824,87338
824,85530
824,87358
824,97985
824,104992
824,92842
824,115863
824,115952
824,86393
824,70306
824,73359
824,98828
824,28859
824,101869
824,90691
824,149899
824,98006
824,70743
824,99064
824,90942
824,84452
824,113020
824,109127
824,69896
824,86524
824,76415
824,87226
824,87502
824,9117
824,70268
824,73414
824,87385
824,97625
824,87411
824,70754
824,93260
824,70068
824,71672
824,85858
824,70268
824,85531
824,85655
824,92810
824,99417
824,24770
824,70742
824,534
824,92793
824,44973
824,88133,23389
824,70228,48792
70033,826,13092
70034,4516,21449,827,12638
129776,827,35143
10547,828
38283,70035,829
2048,992,22564,18950,842,3472,70036,8028,830
21669,831,70037,19643,22911
832,4265
85832,833
833
833,17935
833
833
833
833
834,70038
835,70039
70040,8340,836,838
70041,837
118477,838
102598,838
838,52254
132972,838
25848,838
47949,838
32145,838
31619,838
5209,838
139424,838
838,102023
73241,838
12626,838
138810,838
146925,838
149064,838
33785,838
838,79103
139643,838
838,27215
8915,838
118108,838
113864,838
85680,838
122555,838
25636,838
130370,838
47949,838
37056,838
25848,838
838,144639
45228,838
138790,838
59852,838
15658,838
838,136198
148624,838
139740,838
134171,838
53128,838
90229,838
838,108111
103666,838
838,151007
112240,838
142617,838
54153,838
138692,4789,838
4905,138706,838
142729,6403,838
124305,7059,838
127997,7522,9733,838
27868,11652,838
12499,838,104047
69963,21718,838
23673,140338,838
23737,91566,838
27257,102132,838
102142,838,37247
128547,39508,838
14747,131332,49973,838
55522,838,136031
55793,138820,838
64318,122965,838
839
840,70042
841,3947,70043
22608,22897,842,70044
